monster_jelly.png	bright green slime blob covered in multiple blinking eyeballs
mortar_pestle.png	Gray stone bowl with green leaves and pale golden pestle or stem.
necklace.png	Brown ringed bracelet with black beads and tan claw-like hanging charms.
nest.png	Orange-yellow eggs nestled in a woven brown nest.
note_2.png	Pale yellow parchment pages with dark handwritten notes and tiny diagram.
oak_leaf.png	Golden autumn leaf with brown veins and glowing amber edges.
opal.png	Iridescent oval gem shimmering orange, yellow, green, and blue.
parchment.png	Cream-colored rolled parchment scroll with softly shaded edges.
petals.png	Dark magenta flower petals layered into a velvety blossom.
philosopher's_Stone.png	Faceted red-orange crystal with bright translucent highlights.
phoenix_feather.png	Golden feather with brown shaft and warm orange glow.
pig_nouse.png	Pink speckled mushroom cap with two hollow dark openings.
pin.png	Glossy red lollipop or wand with a tapered silver stick.
piranha.png	Blue-green fish with orange belly, sharp teeth, and speckled scales.
poison.png	Green potion bottle with black skull emblem and toxic glow.
pot.png	Black cauldron filled with bubbling neon green liquid.
potion.png	Glass vial of bright purple powder with cork stopper.
powder_magic.png	Shallow golden bowl holding sparkling violet powder or liquid.
rabbit_tail.png	Black-and-white swirling feather or seed form against blue background.
rainbow mushroom.png	Rainbow-capped mushroom with tan speckled stem and golden underside.
rainbow_jellyfish.png	Translucent aqua shell with rainbow-dotted cap and flowing ruffled skirt.
raven_skull.png	Off-white skull with dark eye sockets and long beak-like nasal opening.
red_cheese.png	Glowing red wedge-shaped gem or cheese-like shard with oval cutouts.
Ring_2.png	Red star emblem over a white and gray circular badge.
rose_petals.png	Swirling crimson and pink feather or flower petal form.
rosemary.png	Green leafy sprig with pale veins and soft brown stem.
rune.png	Dark gray stone with bright cyan rune-like symbol inset.
runes.png	Reddish-orange sack spilling pale rune-marked stones or shells.
scorpion.png	Copper-brown scorpion with segmented tail and raised claws.
scroll_3.png	Beige scroll sealed with red ribbon and gold wax medal.
sea_urchin.png	Olive-green spiny shell or seed pod dotted with bumps.
shell 2.png	Cream and orange spotted spiral shell with rounded bands.
shell.png	Open blue-gray clam shell holding a glowing pearl.
sickle.png	Silver crescent sickle with teal glow and wooden handle.
skull_2.png	Brown human skull with hollow eye sockets and teeth.
slug.png	Pale beige conch shell with scattered brown speckles.
speaces.png	Translucent green slime mound with rounded gelatinous bulges.
spider.png	Black and orange spider with blurred legs and open fangs.
star_anise.png	Orange-brown star anise pod with eight pointed segments.
stick.png	White and ochre bird skull with elongated beak.
stone-red.png	Bright red faceted crystal gem with sharp reflective planes.
stone.png	Blue faceted crystal shard with glowing pale center.
stone_2.png	Glowing blue crystal facets with white highlights and soft purple shadows
strange_fruit.png	Orange spiked egg with yellow spots and ember-like glowing highlights
tall.png	Pale pink segmented worm curled into a hook shape with soft beige shading
tea.png	Red spotted goblet filled with yellow liquid and a curled handle
teeaths.png	Cream-colored paired teeth with smooth ivory shading and dark root gaps
toad.png	Olive green spotted toad with dark limbs and splayed webbed feet
tongue.png	Glossy red tongue-like organ with raised bumps and wet highlights
twisting_herbs.png	Bound bundle of pale green herbs with purple and yellow flowers
vudu_doll.png	Stitched tan voodoo doll with pins, red button eye, and rough fabric
White tortoise shell.png	Silver segmented shell or armored dome, shaded white and gray.
white_rat.png	Pale white mouse with red eyes and pink tail, curled in profile
wing.png	Bright blue feather fan with green leaves at the base
witch_coin.png	Silver circular emblem with a white shard symbol on lavender and magenta background
worm.png	Brown banded worm curled in an S shape with glossy segmented rings
